1651288197.1011,0.0,0.0
1651288197.3828535,0.0,0.5
1651288197.664607,0.0,1.0
1651288197.9463606,0.0,1.5
1651288198.2281141,0.0,2.0
1651288198.5098677,0.0,2.5
1651288198.7916212,0.0,3.0
1651288199.073375,0.0,3.5
1651288199.3551285,0.0,4.0
1651288199.636882,0.0,4.5
1651288199.9186356,0.0,5.0
1651288200.2003891,0.0,5.5
1651288200.4821427,0.0,6.0
1651288200.7638962,0.0,6.5
1651288201.0456498,0.0,7.0
1651288201.0456498,0.0,7.0
1651288201.262311,0.409090909,7.0
1651288201.478972,0.818181818,7.0
1651288201.6956332,1.227272727,7.0
1651288201.9122944,1.636363636,7.0
1651288202.1289554,2.045454545,7.0
1651288202.3456166,2.454545455,7.0
1651288202.5622778,2.863636364,7.0
1651288202.7789388,3.272727273,7.0
1651288202.9956,3.681818182,7.0
1651288203.2122612,4.090909091,7.0
1651288203.4289222,4.5,7.0
1651288203.6455834,4.909090909,7.0
1651288203.8622446,5.318181818,7.0
1651288204.0789058,5.727272727,7.0
1651288204.2955668,6.136363636,7.0
1651288204.512228,6.545454545,7.0
1651288204.7288892,6.954545455,7.0
1651288204.9455502,7.363636364,7.0
1651288205.1622114,7.772727273,7.0
1651288205.3788726,8.181818182,7.0
1651288205.5955336,8.590909091,7.0
1651288205.8121948,9.0,7.0
1651288206.028856,9.409090909,7.0
1651288206.245517,9.818181818,7.0
1651288206.4621782,10.22727273,7.0
1651288206.6788394,10.63636364,7.0
1651288206.8955004,11.04545455,7.0
1651288207.1121616,11.45454545,7.0
1651288207.3288229,11.86363636,7.0
1651288207.5454838,12.27272727,7.0
1651288207.762145,12.68181818,7.0
1651288207.9788063,13.09090909,7.0
1651288208.1954672,13.5,7.0
1651288208.4121284,13.90909091,7.0
1651288208.6287897,14.31818182,7.0
1651288208.8454509,14.72727273,7.0
1651288209.0621119,15.13636364,7.0
1651288209.278773,15.54545455,7.0
1651288209.4954343,15.95454545,7.0
1651288209.7120953,16.36363636,7.0
1651288209.9287565,16.77272727,7.0
1651288210.1454177,17.18181818,7.0
1651288210.3620787,17.59090909,7.0
1651288210.57874,18.0,7.0
1651288211.3922498,18.0,9.0
1651288211.5996838,18.39189189,9.0
1651288211.807118,18.78378378,9.0
1651288212.0145519,19.17567568,9.0
1651288212.221986,19.56756757,9.0
1651288212.42942,19.95945946,9.0
1651288212.6368542,20.35135135,9.0
1651288212.844288,20.74324324,9.0
1651288213.0517223,21.13513514,9.0
1651288213.2591562,21.52702703,9.0
1651288213.4665904,21.91891892,9.0
1651288213.6740243,22.31081081,9.0
1651288213.8814585,22.7027027,9.0
1651288214.0888925,23.09459459,9.0
1651288214.2963266,23.48648649,9.0
1651288214.5037606,23.87837838,9.0
1651288214.7111948,24.27027027,9.0
1651288214.9186287,24.66216216,9.0
1651288215.1260629,25.05405405,9.0
1651288215.3334968,25.44594595,9.0
1651288215.540931,25.83783784,9.0
1651288215.748365,26.22972973,9.0
1651288215.955799,26.62162162,9.0
1651288216.163233,27.01351351,9.0
1651288216.3706672,27.40540541,9.0
1651288216.5781012,27.7972973,9.0
1651288216.7855353,28.18918919,9.0
1651288216.9929693,28.58108108,9.0
1651288217.2004035,28.97297297,9.0
1651288217.4078374,29.36486486,9.0
1651288217.6152716,29.75675676,9.0
1651288217.8227055,30.14864865,9.0
1651288218.0301397,30.54054054,9.0
1651288218.2375736,30.93243243,9.0
1651288218.4450078,31.32432432,9.0
1651288218.6524417,31.71621622,9.0
1651288218.8598757,32.10810811,9.0
1651288219.0673099,32.5,9.0
1651288219.2747438,32.89189189,9.0
1651288219.482178,33.28378378,9.0
1651288219.689612,33.67567568,9.0
1651288219.897046,34.06756757,9.0
1651288220.10448,34.45945946,9.0
1651288220.3119142,34.85135135,9.0
1651288220.5193481,35.24324324,9.0
1651288220.7267823,35.63513514,9.0
1651288220.9342163,36.02702703,9.0
1651288221.1416504,36.41891892,9.0
1651288221.3490844,36.81081081,9.0
1651288221.5565186,37.2027027,9.0
1651288221.7639525,37.59459459,9.0
1651288221.9713867,37.98648649,9.0
1651288222.1788206,38.37837838,9.0
1651288222.3862548,38.77027027,9.0
1651288222.5936887,39.16216216,9.0
1651288222.801123,39.55405405,9.0
1651288223.0085568,39.94594595,9.0
